"id";"nsid";"takenUnix";"poiID";"poiTheme";"poiFreq";"rideDuration";"seqID"
9667256028;"100214981@N03";1374454936;11;"Dark";10034;960;5
9667252620;"100214981@N03";1374454947;11;"Dark";10034;960;5
9667249088;"100214981@N03";1374454964;11;"Dark";10034;960;5
9666965032;"100214981@N03";1374454984;11;"Dark";10034;960;5
9666989682;"100214981@N03";1374454993;11;"Dark";10034;960;5
9663768899;"100214981@N03";1374455012;11;"Dark";10034;960;5
9664014197;"100214981@N03";1374455016;11;"Dark";10034;960;5
9666958028;"100214981@N03";1374455019;11;"Dark";10034;960;5
9666950950;"100214981@N03";1374455022;11;"Dark";10034;960;5
9666947748;"100214981@N03";1374455023;11;"Dark";10034;960;5
9666933938;"100214981@N03";1374455041;11;"Dark";10034;960;5
9666938126;"100214981@N03";1374456690;11;"Dark";10034;960;5
9666941182;"100214981@N03";1374456691;11;"Dark";10034;960;5
9666927104;"100214981@N03";1374456737;11;"Dark";10034;960;5
9663694051;"100214981@N03";1374456737;11;"Dark";10034;960;5
9666920842;"100214981@N03";1374456818;11;"Dark";10034;960;5
9663687517;"100214981@N03";1374456820;11;"Dark";10034;960;5
9663676435;"100214981@N03";1374456834;11;"Dark";10034;960;5
9663678963;"100214981@N03";1374456838;11;"Dark";10034;960;5
9663682581;"100214981@N03";1374456889;11;"Dark";10034;960;5
9666915158;"100214981@N03";1374456916;11;"Dark";10034;960;5
9666902880;"100214981@N03";1374456918;11;"Dark";10034;960;5
9666900032;"100214981@N03";1374456925;11;"Dark";10034;960;5
9663667759;"100214981@N03";1374456926;11;"Dark";10034;960;5
9663664841;"100214981@N03";1374456931;11;"Dark";10034;960;5
9663655465;"100214981@N03";1374456932;11;"Dark";10034;960;5
9663652231;"100214981@N03";1374456932;11;"Dark";10034;960;5
9663658271;"100214981@N03";1374456940;11;"Dark";10034;960;5
9666890800;"100214981@N03";1374456941;11;"Dark";10034;960;5
9666878266;"100214981@N03";1374456951;11;"Dark";10034;960;5
9663644805;"100214981@N03";1374456968;11;"Dark";10034;960;5
9663640913;"100214981@N03";1374458583;11;"Dark";10034;960;5
9663637589;"100214981@N03";1374458715;11;"Dark";10034;960;5
9666853100;"100214981@N03";1374458728;11;"Dark";10034;960;5
9663626821;"100214981@N03";1374458736;11;"Dark";10034;960;5
9663630237;"100214981@N03";1374459094;11;"Dark";10034;960;5
9663633963;"100214981@N03";1374459099;11;"Dark";10034;960;5
9663618873;"100214981@N03";1374459281;11;"Dark";10034;960;5
9666845512;"100214981@N03";1374460110;11;"Dark";10034;960;5
9666841812;"100214981@N03";1374460112;11;"Dark";10034;960;5
9663608425;"100214981@N03";1374460120;11;"Dark";10034;960;5
9666824746;"100214981@N03";1374462111;11;"Dark";10034;960;5
9666827892;"100214981@N03";1374462112;11;"Dark";10034;960;5
9663604919;"100214981@N03";1374462154;11;"Dark";10034;960;5
9663601551;"100214981@N03";1374462170;11;"Dark";10034;960;5
9666821614;"100214981@N03";1374462171;11;"Dark";10034;960;5
9663586827;"100214981@N03";1374462173;11;"Dark";10034;960;5
9666812354;"100214981@N03";1374462298;11;"Dark";10034;960;5
9666808668;"100214981@N03";1374462305;11;"Dark";10034;960;5
9666793902;"100214981@N03";1374462350;11;"Dark";10034;960;5
9663567373;"100214981@N03";1374462363;11;"Dark";10034;960;5
9666801340;"100214981@N03";1374462381;11;"Dark";10034;960;5
9666804898;"100214981@N03";1374462412;11;"Dark";10034;960;5
9666790302;"100214981@N03";1374462429;11;"Dark";10034;960;5
9663555747;"100214981@N03";1374462437;11;"Dark";10034;960;5
9663552995;"100214981@N03";1374462444;11;"Dark";10034;960;5
9666781120;"100214981@N03";1374462448;11;"Dark";10034;960;5
9666769116;"100214981@N03";1374462451;11;"Dark";10034;960;5
9666773152;"100214981@N03";1374462563;11;"Dark";10034;960;5
9666775306;"100214981@N03";1374462696;11;"Dark";10034;960;5
9663548063;"100214981@N03";1374462756;11;"Dark";10034;960;5
9663534673;"100214981@N03";1374462758;11;"Dark";10034;960;5
9666762184;"100214981@N03";1374463254;11;"Dark";10034;960;5
9663530123;"100214981@N03";1374463773;11;"Dark";10034;960;5
9663526927;"100214981@N03";1374463780;11;"Dark";10034;960;5
9666742342;"100214981@N03";1374463819;11;"Dark";10034;960;5
9663514657;"100214981@N03";1374463833;11;"Dark";10034;960;5
9666748554;"100214981@N03";1374463904;11;"Dark";10034;960;5
9666753274;"100214981@N03";1374463946;11;"Dark";10034;960;5
9666737826;"100214981@N03";1374464092;11;"Dark";10034;960;5
9666733310;"100214981@N03";1374464100;11;"Dark";10034;960;5
9666729756;"100214981@N03";1374464259;11;"Dark";10034;960;5
9666726620;"100214981@N03";1374464288;11;"Dark";10034;960;5
9666740604;"100214981@N03";1374464291;11;"Dark";10034;960;5
9663485229;"100214981@N03";1374464307;11;"Dark";10034;960;5
9663488691;"100214981@N03";1374464377;11;"Dark";10034;960;5
9663493025;"100214981@N03";1374464381;11;"Dark";10034;960;5
9666711532;"100214981@N03";1374464999;11;"Dark";10034;960;5
9663478577;"100214981@N03";1374465005;11;"Dark";10034;960;5
9663475157;"100214981@N03";1374465388;11;"Dark";10034;960;5
9663470945;"100214981@N03";1374465406;11;"Dark";10034;960;5
9663460863;"100214981@N03";1374465768;11;"Dark";10034;960;5
9666694692;"100214981@N03";1374465778;11;"Dark";10034;960;5
9666697640;"100214981@N03";1374465784;11;"Dark";10034;960;5
9663454521;"100214981@N03";1374465798;11;"Dark";10034;960;5
9663451375;"100214981@N03";1374466068;11;"Dark";10034;960;5
9666678684;"100214981@N03";1374468231;11;"Dark";10034;960;5
9663445571;"100214981@N03";1374468237;11;"Dark";10034;960;5
9663431679;"100214981@N03";1374468239;11;"Dark";10034;960;5
9666664980;"100214981@N03";1374468282;11;"Dark";10034;960;5
9663438211;"100214981@N03";1374468285;11;"Dark";10034;960;5
9666671606;"100214981@N03";1374468287;11;"Dark";10034;960;5
9666658402;"100214981@N03";1374468303;11;"Dark";10034;960;5
9666655338;"100214981@N03";1374468317;11;"Dark";10034;960;5
9663422155;"100214981@N03";1374468318;11;"Dark";10034;960;5
9663418719;"100214981@N03";1374468622;11;"Dark";10034;960;5
9666634284;"100214981@N03";1374468626;11;"Dark";10034;960;5
9666638104;"100214981@N03";1374468649;11;"Dark";10034;960;5
9663410787;"100214981@N03";1374468706;11;"Dark";10034;960;5
9666644394;"100214981@N03";1374468980;11;"Dark";10034;960;5
9666630902;"100214981@N03";1374469210;11;"Dark";10034;960;5
9663397095;"100214981@N03";1374469399;11;"Dark";10034;960;5
9663394625;"100214981@N03";1374469441;11;"Dark";10034;960;5
9663393071;"100214981@N03";1374469473;11;"Dark";10034;960;5
9666610890;"100214981@N03";1374469490;11;"Dark";10034;960;5
9663382981;"100214981@N03";1374469588;11;"Dark";10034;960;5
9666616544;"100214981@N03";1374469810;11;"Dark";10034;960;5
9663389081;"100214981@N03";1374469858;11;"Dark";10034;960;5
9663378755;"100214981@N03";1374469888;11;"Dark";10034;960;5
9663375677;"100214981@N03";1378167118;11;"Dark";10034;960;6
9518822929;"100354657@N04";1363604909;11;"Dark";10034;960;7
26845149572;"100363554@N07";1462850364;11;"Dark";10034;960;8
17547815981;"100436193@N03";1419464468;14;"Show";1428;1200;9
17360328390;"100436193@N03";1419466160;4;"Dark";1334;360;9
9532110353;"100448554@N06";1371363018;10;"Show";1918;900;10
27067858015;"100459519@N02";1462765469;13;"Show";2821;1080;11
26464064563;"100459519@N02";1462770945;15;"Show";2195;1200;11
26462417644;"100459519@N02";1462941587;2;"Water";1950;240;12
3277501211;"10048675@N02";1233348588;10;"Show";1918;900;13
3277501767;"10048675@N02";1233348624;10;"Show";1918;900;13
3278323256;"10048675@N02";1233348635;10;"Show";1918;900;13
3278332878;"10048675@N02";1233528573;8;"Show";3697;840;14
3277512489;"10048675@N02";1233528655;8;"Show";3697;840;14
3277513573;"10048675@N02";1233531817;10;"Show";1918;900;14
3277514133;"10048675@N02";1233531829;13;"Show";2821;1080;14
3277514675;"10048675@N02";1233533061;13;"Show";2821;1080;14
3277517435;"10048675@N02";1233540048;13;"Show";2821;1080;14
3278339016;"10048675@N02";1233540440;13;"Show";2821;1080;14
3278339580;"10048675@N02";1233540455;13;"Show";2821;1080;14
3277518967;"10048675@N02";1233541279;13;"Show";2821;1080;14
3278340806;"10048675@N02";1233541308;13;"Show";2821;1080;14
3277520365;"10048675@N02";1233541798;13;"Show";2821;1080;14
3277520941;"10048675@N02";1233541814;13;"Show";2821;1080;14
3277521571;"10048675@N02";1233545712;10;"Show";1918;900;14
3278343204;"10048675@N02";1233545882;10;"Show";1918;900;14
3278343806;"10048675@N02";1233545904;10;"Show";1918;900;14
3277523413;"10048675@N02";1233545934;10;"Show";1918;900;14
3277015187;"10048675@N02";1234142295;1;"Dark";1677;240;15
3277701398;"10048675@N02";1234144700;10;"Show";1918;900;15
3277017115;"10048675@N02";1234314519;8;"Show";3697;840;16
3277842418;"10048675@N02";1234316806;6;"Show";1247;720;16
3276897701;"10048675@N02";1234324562;8;"Show";3697;840;16
3277032299;"10048675@N02";1234327057;13;"Show";2821;1080;16
3277853822;"10048675@N02";1234327066;13;"Show";2821;1080;16
3277032869;"10048675@N02";1234327575;13;"Show";2821;1080;16
3277854474;"10048675@N02";1234327595;13;"Show";2821;1080;16
3277855152;"10048675@N02";1234331502;10;"Show";1918;900;16
3277855598;"10048675@N02";1234331666;10;"Show";1918;900;16
3276909815;"10048675@N02";1234336048;13;"Show";2821;1080;16
3277730720;"10048675@N02";1234336062;13;"Show";2821;1080;16
3276911041;"10048675@N02";1234336427;13;"Show";2821;1080;16
3276911663;"10048675@N02";1234336437;13;"Show";2821;1080;16
3277732946;"10048675@N02";1234337146;13;"Show";2821;1080;16
3276913601;"10048675@N02";1234337210;13;"Show";2821;1080;16
3277734432;"10048675@N02";1234337224;13;"Show";2821;1080;16
3276914673;"10048675@N02";1234337240;13;"Show";2821;1080;16
3277736356;"10048675@N02";1234337313;13;"Show";2821;1080;16
3276916705;"10048675@N02";1234337831;13;"Show";2821;1080;16
3277737960;"10048675@N02";1234337851;13;"Show";2821;1080;16
3279484237;"10048675@N02";1234504968;13;"Show";2821;1080;17
3279484779;"10048675@N02";1234505005;13;"Show";2821;1080;17
3279485021;"10048675@N02";1234505016;13;"Show";2821;1080;17
3280308652;"10048675@N02";1234506689;1;"Dark";1677;240;17
3280309040;"10048675@N02";1234506705;1;"Dark";1677;240;17
3280309538;"10048675@N02";1234508181;9;"Ride";1355;900;17
3280310092;"10048675@N02";1234508190;9;"Ride";1355;900;17
3279490453;"10048675@N02";1234508203;9;"Ride";1355;900;17
3279491023;"10048675@N02";1234509657;9;"Ride";1355;900;17
3280311690;"10048675@N02";1234510556;1;"Dark";1677;240;17
3280312132;"10048675@N02";1234510574;1;"Dark";1677;240;17
3279493565;"10048675@N02";1234510606;1;"Dark";1677;240;17
3280314404;"10048675@N02";1234510632;1;"Dark";1677;240;17
3279494949;"10048675@N02";1234510648;1;"Dark";1677;240;17
3279495621;"10048675@N02";1234510656;1;"Dark";1677;240;17
3279496167;"10048675@N02";1234510871;1;"Dark";1677;240;17
3279496805;"10048675@N02";1234510880;1;"Dark";1677;240;17
3280317634;"10048675@N02";1234511269;1;"Dark";1677;240;17
3279498339;"10048675@N02";1234513275;11;"Dark";10034;960;17
3279499197;"10048675@N02";1234513285;11;"Dark";10034;960;17
12796770203;"100506822@N02";1387860460;15;"Show";2195;1200;18
12797083904;"100506822@N02";1387860498;15;"Show";2195;1200;18
12796670125;"100506822@N02";1387861379;17;"Show";2711;2700;18
12796759093;"100506822@N02";1387861385;17;"Show";2711;2700;18
12797040794;"100506822@N02";1387872225;11;"Dark";10034;960;18
12796629315;"100506822@N02";1387872236;11;"Dark";10034;960;18
12797036704;"100506822@N02";1387878734;11;"Dark";10034;960;18
12796717193;"100506822@N02";1387880308;11;"Dark";10034;960;18
12797031934;"100506822@N02";1387880901;11;"Dark";10034;960;18
12796710073;"100506822@N02";1387880940;11;"Dark";10034;960;18
12796615315;"100506822@N02";1387881045;11;"Dark";10034;960;18
12797021824;"100506822@N02";1387881061;11;"Dark";10034;960;18
12796700693;"100506822@N02";1387881163;11;"Dark";10034;960;18
12796698163;"100506822@N02";1387881178;11;"Dark";10034;960;18
12796603195;"100506822@N02";1387881579;11;"Dark";10034;960;18
12796447955;"100506822@N02";1388056931;6;"Show";1247;720;19
12796852954;"100506822@N02";1388056967;6;"Show";1247;720;19
11378354013;"100523630@N04";1384847821;13;"Show";2821;1080;20
11473625393;"100523630@N04";1384847960;13;"Show";2821;1080;20
11015462713;"100523630@N04";1384851704;8;"Show";3697;840;20
16238773646;"100524190@N04";1389855575;8;"Show";3697;840;21
3116447092;"10061441@N03";1229533072;11;"Dark";10034;960;22
3119022008;"10061441@N03";1229627071;13;"Show";2821;1080;23
28008260025;"100620414@N03";1461712118;11;"Dark";10034;960;24
28008259975;"100620414@N03";1461712119;11;"Dark";10034;960;24
27394434083;"100620414@N03";1461712128;11;"Dark";10034;960;24
27904508492;"100620414@N03";1461712778;11;"Dark";10034;960;24
27393422324;"100620414@N03";1461712780;11;"Dark";10034;960;24
27904504282;"100620414@N03";1461713890;11;"Dark";10034;960;24
27393416764;"100620414@N03";1461713895;11;"Dark";10034;960;24
27904503292;"100620414@N03";1461713895;11;"Dark";10034;960;24
27904502222;"100620414@N03";1461718283;1;"Dark";1677;240;24
27904501142;"100620414@N03";1461718285;1;"Dark";1677;240;24
27928948221;"100620414@N03";1461718293;1;"Dark";1677;240;24
28006772275;"100620414@N03";1461719152;5;"Water";2762;420;24
27928946381;"100620414@N03";1461719153;5;"Water";2762;420;24
27928945171;"100620414@N03";1461719154;5;"Water";2762;420;24
27930464161;"100620414@N03";1461719960;8;"Show";3697;840;24
27930462891;"100620414@N03";1461719962;8;"Show";3697;840;24
28006770055;"100620414@N03";1461720158;8;"Show";3697;840;24
27931257961;"100620414@N03";1461720198;8;"Show";3697;840;24
27928937791;"100620414@N03";1461720316;8;"Show";3697;840;24
27395286973;"100620414@N03";1461720542;8;"Show";3697;840;24
27905912032;"100620414@N03";1461720581;8;"Show";3697;840;24
28006743315;"100620414@N03";1461723839;13;"Show";2821;1080;24
28006741175;"100620414@N03";1461723843;13;"Show";2821;1080;24
28006738975;"100620414@N03";1461723844;13;"Show";2821;1080;24
27728212860;"100620414@N03";1461723982;13;"Show";2821;1080;24
27395285703;"100620414@N03";1461724519;13;"Show";2821;1080;24
27726586330;"100620414@N03";1461724800;15;"Show";2195;1200;24
27928909901;"100620414@N03";1461724802;15;"Show";2195;1200;24
27394965514;"100620414@N03";1461724932;17;"Show";2711;2700;24
27392815053;"100620414@N03";1461725228;15;"Show";2195;1200;24
27393365474;"100620414@N03";1461725229;15;"Show";2195;1200;24
28008244225;"100620414@N03";1461726351;15;"Show";2195;1200;24
28008243005;"100620414@N03";1461726354;15;"Show";2195;1200;24
27928883481;"100620414@N03";1461727042;15;"Show";2195;1200;24
27972110126;"100620414@N03";1461727046;15;"Show";2195;1200;24
27904426762;"100620414@N03";1461727054;15;"Show";2195;1200;24
27904424702;"100620414@N03";1461727057;15;"Show";2195;1200;24
28005694535;"100620414@N03";1461727211;17;"Show";2711;2700;24
27971014646;"100620414@N03";1461727213;17;"Show";2711;2700;24
27971012496;"100620414@N03";1461727221;17;"Show";2711;2700;24
28008242465;"100620414@N03";1461727293;17;"Show";2711;2700;24
28008241505;"100620414@N03";1461727294;17;"Show";2711;2700;24
28008240935;"100620414@N03";1461727304;17;"Show";2711;2700;24
27905892112;"100620414@N03";1461727425;17;"Show";2711;2700;24
27905891472;"100620414@N03";1461727427;17;"Show";2711;2700;24
27905890872;"100620414@N03";1461727442;17;"Show";2711;2700;24
27973751526;"100620414@N03";1461727727;10;"Show";1918;900;24
27974513736;"100620414@N03";1461727814;10;"Show";1918;900;24
27973748736;"100620414@N03";1461727815;10;"Show";1918;900;24
27394397403;"100620414@N03";1461727816;10;"Show";1918;900;24
27973746676;"100620414@N03";1461727822;10;"Show";1918;900;24
27973745466;"100620414@N03";1461727827;10;"Show";1918;900;24
27728193010;"100620414@N03";1461727828;10;"Show";1918;900;24
27392773013;"100620414@N03";1461729208;5;"Water";2762;420;24
27392771643;"100620414@N03";1461729209;5;"Water";2762;420;24
27392770363;"100620414@N03";1461729222;5;"Water";2762;420;24
27392769483;"100620414@N03";1461729223;5;"Water";2762;420;24
27393313254;"100620414@N03";1461729225;5;"Water";2762;420;24
28006678775;"100620414@N03";1461729226;5;"Water";2762;420;24
27393310184;"100620414@N03";1461729226;5;"Water";2762;420;24
27393308924;"100620414@N03";1461729227;5;"Water";2762;420;24
27393306814;"100620414@N03";1461729228;5;"Water";2762;420;24
27726515360;"100620414@N03";1461729233;5;"Water";2762;420;24
27393288374;"100620414@N03";1461729236;5;"Water";2762;420;24
13363021075;"100657680@N02";1395530058;5;"Water";2762;420;25
4176393553;"10068791@N08";1251425652;11;"Dark";10034;960;26
4177160980;"10068791@N08";1251430414;14;"Show";1428;1200;26
9579307948;"100692786@N04";1377225508;11;"Dark";10034;960;27
13197216204;"100692786@N04";1394244306;11;"Dark";10034;960;28
13197395874;"100692786@N04";1394928488;17;"Show";2711;2700;29
14026399599;"100692786@N04";1400360079;11;"Dark";10034;960;30
2631075291;"10076246@N06";1209662791;11;"Dark";10034;960;31
11970561505;"100775193@N08";1389753952;2;"Water";1950;240;32
15527804899;"100775237@N03";1311389608;11;"Dark";10034;960;33
9594936885;"100775237@N03";1341064800;3;"Ride";1386;330;34
9597722348;"100775237@N03";1341064800;11;"Dark";10034;960;34
9594941489;"100775237@N03";1341064800;11;"Dark";10034;960;34
9590675689;"100775237@N03";1372600800;11;"Dark";10034;960;35
9590648545;"100775237@N03";1372600800;14;"Show";1428;1200;35
14738832382;"100775237@N03";1405644303;14;"Show";1428;1200;36
14552669467;"100775237@N03";1405644310;14;"Show";1428;1200;36
14739122525;"100775237@N03";1405644316;14;"Show";1428;1200;36
14735947531;"100775237@N03";1405644328;14;"Show";1428;1200;36
14552446880;"100775237@N03";1405644476;3;"Ride";1386;330;36
14552446230;"100775237@N03";1405644497;3;"Ride";1386;330;36
14552663467;"100775237@N03";1405644512;3;"Ride";1386;330;36
14552483509;"100775237@N03";1405644525;3;"Ride";1386;330;36
14758979223;"100775237@N03";1405644588;3;"Ride";1386;330;36
14552482109;"100775237@N03";1405644606;3;"Ride";1386;330;36
14552481459;"100775237@N03";1405644615;3;"Ride";1386;330;36
14738891432;"100775237@N03";1405645010;4;"Dark";1334;360;36
14552475959;"100775237@N03";1405653257;11;"Dark";10034;960;36
14552475399;"100775237@N03";1405653751;11;"Dark";10034;960;36
14739108345;"100775237@N03";1405653990;11;"Dark";10034;960;36
14738815872;"100775237@N03";1405654036;11;"Dark";10034;960;36
14053662568;"100822654@N07";1400647105;13;"Show";2821;1080;37
14241513071;"100822654@N07";1400708131;5;"Water";2762;420;38
14243703721;"100822654@N07";1400730447;5;"Water";2762;420;38
14247000125;"100822654@N07";1400730509;5;"Water";2762;420;38
14246858874;"100822654@N07";1400732340;5;"Water";2762;420;38
14060692227;"100822654@N07";1400733548;4;"Dark";1334;360;38
14261790091;"100822654@N07";1400956813;13;"Show";2821;1080;39
26256810655;"10084809@N04";1459820341;11;"Dark";10034;960;40
25986207000;"10084809@N04";1459832742;11;"Dark";10034;960;40
9630508866;"100948027@N07";1315281409;8;"Show";3697;840;41
9630509624;"100948027@N07";1315282085;8;"Show";3697;840;41
9630510968;"100948027@N07";1315282104;8;"Show";3697;840;41
9627280861;"100948027@N07";1315282123;8;"Show";3697;840;41
9627281815;"100948027@N07";1315282200;8;"Show";3697;840;41
9630514298;"100948027@N07";1315283279;8;"Show";3697;840;41
9627287189;"100948027@N07";1315296132;13;"Show";2821;1080;41
14960379136;"101102803@N06";1344318648;8;"Show";3697;840;42
23087587552;"101118128@N08";1446957626;17;"Show";2711;2700;43
27778556604;"101195207@N02";1467023380;11;"Dark";10034;960;44
28112394720;"101195207@N02";1467023386;11;"Dark";10034;960;44
28395316175;"101195207@N02";1467023439;11;"Dark";10034;960;44
2848551924;"10128570@N04";1218858723;17;"Show";2711;2700;45
2847721027;"10128570@N04";1218858743;17;"Show";2711;2700;45
2848552764;"10128570@N04";1218858748;17;"Show";2711;2700;45
2847721979;"10128570@N04";1218862691;10;"Show";1918;900;45
2848553968;"10128570@N04";1218862702;10;"Show";1918;900;45
2848554522;"10128570@N04";1218864705;10;"Show";1918;900;45
2848555098;"10128570@N04";1218864712;10;"Show";1918;900;45
2848555730;"10128570@N04";1218864746;10;"Show";1918;900;45
2847724967;"10128570@N04";1218879135;8;"Show";3697;840;45
2847725479;"10128570@N04";1218879151;8;"Show";3697;840;45
2847726139;"10128570@N04";1218879167;8;"Show";3697;840;45
2847727115;"10128570@N04";1218879229;8;"Show";3697;840;45
17907328304;"101355546@N05";1433557433;5;"Water";2762;420;46
17479726646;"101445497@N05";1222265010;11;"Dark";10034;960;47
17318707918;"101445497@N05";1222272332;11;"Dark";10034;960;47
9724951189;"101445497@N05";1316493033;9;"Ride";1355;900;48
9726670873;"101445497@N05";1316519128;11;"Dark";10034;960;48
9720038354;"101445497@N05";1316658792;11;"Dark";10034;960;49
9716935459;"101445497@N05";1316662683;9;"Ride";1355;900;49
9708245988;"101445497@N05";1353127016;5;"Water";2762;420;50
9766910061;"101445497@N05";1369536010;13;"Show";2821;1080;51
9761914453;"101445497@N05";1369545567;1;"Dark";1677;240;51
11759969825;"101445497@N05";1380770999;9;"Ride";1355;900;52
11760596003;"101445497@N05";1380771671;9;"Ride";1355;900;52
11760976085;"101445497@N05";1380775831;17;"Show";2711;2700;52
12143498694;"101445497@N05";1380790923;8;"Show";3697;840;52
12146567783;"101445497@N05";1380792357;8;"Show";3697;840;52
11768085124;"101445497@N05";1380793304;5;"Water";2762;420;52
10238301695;"101445497@N05";1380876245;10;"Show";1918;900;53
10382236356;"101445497@N05";1380883314;9;"Ride";1355;900;53
12011293843;"101445497@N05";1389334716;3;"Ride";1386;330;54
12024701066;"101445497@N05";1389337291;15;"Show";2195;1200;54
25353678452;"101445497@N05";1433294694;11;"Dark";10034;960;55
24043237312;"101445497@N05";1433301323;5;"Water";2762;420;55
25696483925;"101445497@N05";1433306075;5;"Water";2762;420;55
24680050513;"101445497@N05";1433319502;13;"Show";2821;1080;55
24517210470;"101445497@N05";1452220565;4;"Dark";1334;360;56
24589247699;"101445497@N05";1452224936;8;"Show";3697;840;56
24439100493;"101445497@N05";1452230529;16;"Show";876;2100;56
24676368049;"101445497@N05";1452234523;11;"Dark";10034;960;56
25275020045;"101445497@N05";1452234943;11;"Dark";10034;960;56
14810118462;"101473404@N07";1388726894;11;"Dark";10034;960;57
14623759659;"101473404@N07";1388727174;11;"Dark";10034;960;57
11999830563;"101473404@N07";1388728274;8;"Show";3697;840;57
14808068584;"101473404@N07";1388751001;11;"Dark";10034;960;57
24230648529;"101473404@N07";1453636986;11;"Dark";10034;960;58
23971613623;"101473404@N07";1453637091;11;"Dark";10034;960;58
23971612283;"101473404@N07";1453637129;11;"Dark";10034;960;58
24598379145;"101473404@N07";1453638875;11;"Dark";10034;960;58
24598373495;"101473404@N07";1453638922;15;"Show";2195;1200;58
24302759140;"101473404@N07";1453642338;10;"Show";1918;900;58
23970146034;"101473404@N07";1453642409;10;"Show";1918;900;58
24572132926;"101473404@N07";1453642489;10;"Show";1918;900;58
24516038151;"101473404@N07";1453642560;10;"Show";1918;900;58
24489960232;"101473404@N07";1453642608;17;"Show";2711;2700;58
24572119346;"101473404@N07";1453642806;15;"Show";2195;1200;58
23970123244;"101473404@N07";1453643037;13;"Show";2821;1080;58
23970115014;"101473404@N07";1453643320;13;"Show";2821;1080;58
24516012781;"101473404@N07";1453643551;13;"Show";2821;1080;58
24516007521;"101473404@N07";1453644137;15;"Show";2195;1200;58
24516002141;"101473404@N07";1453644329;10;"Show";1918;900;58
11785452416;"10148198@N00";1388902220;11;"Dark";10034;960;59
22340113025;"101503011@N06";1443749161;2;"Water";1950;240;60
22350740321;"101503011@N06";1443749200;2;"Water";1950;240;60
22153251299;"101503011@N06";1443751173;7;"Water";674;840;60
22350738721;"101503011@N06";1443751225;2;"Water";1950;240;60
22314037706;"101503011@N06";1443759456;11;"Dark";10034;960;60
16035630796;"10156308@N03";1418971435;15;"Show";2195;1200;61
15875328289;"10156308@N03";1418988089;1;"Dark";1677;240;61
15874122660;"10156308@N03";1418988089;1;"Dark";1677;240;61
16092731072;"10156308@N03";1418988089;1;"Dark";1677;240;61
16065941435;"10156308@N03";1419034591;4;"Dark";1334;360;62
9314635810;"10175710@N03";1374103345;11;"Dark";10034;960;63
9313548979;"10175710@N03";1374121822;8;"Show";3697;840;63
9314504191;"10175710@N03";1374131986;8;"Show";3697;840;63
2653282291;"10182842@N08";1215141337;11;"Dark";10034;960;64
2653282697;"10182842@N08";1215141539;11;"Dark";10034;960;64
2653283327;"10182842@N08";1215141724;11;"Dark";10034;960;64
