"from";"to";"walkTime";"distance";"popularity";"category";"rideDuration"
"4";"28";"238.625101723249";"331.423752393402";"16366";"Family";"900"
"4";"29";"232.279423886732";"322.610310953794";"10427";"Water";"900"
"4";"30";"157.291740157226";"218.46075021837";"4082";"Water";"1080"
"4";"31";"197.053116013884";"273.684883352617";"3557";"Family";"1500"
"5";"1";"245.225219795908";"340.590583049872";"7817";"Kiddie";"60"
"5";"3";"29.6145743949291";"41.1313533262905";"1279";"Family";"90"
"5";"4";"33.3367322549785";"46.3010170208035";"1147";"Family";"100.2"
"5";"6";"27.4271118578963";"38.0932109137448";"1665";"Ride";"120"
"5";"7";"17.8028366339004";"24.7261619915283";"1045";"Family";"180"
"5";"8";"17.9596581024066";"24.9439695866759";"775";"Ride";"180"
"5";"9";"31.2581824589668";"43.4141423041206";"1403";"Family";"180"
"5";"10";"47.3571462852047";"65.7738142850065";"3572";"Family";"240"
"5";"11";"44.6191670779332";"61.9710653860183";"1196";"Kiddie";"240"
"5";"12";"62.5949943952159";"86.9374922155777";"1347";"Roller Coaster";"240"
"5";"13";"154.813975480738";"215.019410389914";"3427";"Family";"240"
"5";"14";"320.152509444499";"444.65626311736";"1292";"Family";"240"
"5";"15";"171.665427151662";"238.424204377309";"2307";"Ride";"270"
"5";"16";"99.8266343782525";"138.648103303128";"4377";"Family";"270"
"5";"17";"186.223432450755";"258.643656181604";"2122";"Roller Coaster";"300"
"5";"18";"179.278337539968";"248.997691027733";"6767";"Water";"450"
"5";"19";"203.900519194902";"283.195165548475";"2473";"Kiddie";"540"
"5";"20";"305.893048307785";"424.851455983035";"3801";"Dark";"540"
"5";"21";"39.9657598708621";"55.5079998206418";"2898";"Water";"570"
"5";"22";"251.509530515916";"349.318792383217";"1735";"Water";"600"
"5";"23";"172.091473553547";"239.015935491037";"2088";"Dark";"600"
"5";"24";"131.560398667294";"182.722775926798";"2757";"Water";"780"
"5";"25";"153.940513298311";"213.806268469877";"6801";"Water";"840"
"5";"26";"47.8313669713461";"66.4324541268696";"18710";"Family";"900"
"5";"27";"115.487557962005";"160.399386058341";"2174";"Ride";"900"
"5";"28";"209.124931476372";"290.451293717184";"16366";"Family";"900"
"5";"29";"217.429775855479";"301.985799799277";"10427";"Water";"900"
"5";"30";"149.744953117408";"207.979101551956";"4082";"Water";"1080"
"5";"31";"199.024823185538";"276.423365535469";"3557";"Family";"1500"
"6";"1";"236.167503529298";"328.010421568469";"7817";"Kiddie";"60"
"6";"3";"57.0230990615561";"79.1987486966057";"1279";"Family";"90"
"6";"4";"42.7574269854588";"59.3853152575816";"1147";"Family";"100.2"
"6";"5";"27.4271118578963";"38.0932109137448";"580";"Dark";"120"
"6";"7";"18.8771127449598";"26.2182121457775";"1045";"Family";"180"
"6";"8";"24.787846376953";"34.4275644124348";"775";"Ride";"180"
"6";"9";"11.7931846155667";"16.3794230771759";"1403";"Family";"180"
"6";"10";"21.3885807479182";"29.7063621498864";"3572";"Family";"240"
"6";"11";"43.1959857105068";"59.9944245979261";"1196";"Kiddie";"240"
"6";"12";"83.8432719145328";"116.448988770185";"1347";"Roller Coaster";"240"
"6";"13";"174.188838868356";"241.928942872717";"3427";"Family";"240"
"6";"14";"293.090393626457";"407.069991147857";"1292";"Family";"240"
"6";"15";"187.211447629659";"260.015899485637";"2307";"Ride";"270"
"6";"16";"103.943111872919";"144.365433156832";"4377";"Family";"270"
"6";"17";"191.034203212904";"265.325282240144";"2122";"Roller Coaster";"300"
"6";"18";"156.743466386187";"217.699258869703";"6767";"Water";"450"
"6";"19";"179.778530618474";"249.69240363677";"2473";"Kiddie";"540"
"6";"20";"278.494280315392";"386.797611549156";"3801";"Dark";"540"
"6";"21";"66.7100785164893";"92.6528868284574";"2898";"Water";"570"
"6";"22";"224.940948993208";"312.417984712789";"1735";"Water";"600"
"6";"23";"148.302448247883";"205.975622566505";"2088";"Dark";"600"
"6";"24";"152.600961603269";"211.945780004541";"2757";"Water";"780"
"6";"25";"177.528235319155";"246.566993498826";"6801";"Water";"840"
"6";"26";"33.0486341554853";"45.9008807715074";"18710";"Family";"900"
"6";"27";"119.107441952119";"165.427002711277";"2174";"Ride";"900"
"6";"28";"197.421764064559";"274.19689453411";"16366";"Family";"900"
"6";"29";"192.629367052501";"267.540787572918";"10427";"Water";"900"
"6";"30";"122.647890413847";"170.344292241454";"4082";"Water";"1080"
"6";"31";"171.840757872153";"238.66771926688";"3557";"Family";"1500"
"7";"1";"252.091319787524";"350.126833038228";"7817";"Kiddie";"60"
"7";"3";"44.7153683008606";"62.1046781956397";"1279";"Family";"90"
"7";"4";"24.5023840672017";"34.0310889822245";"1147";"Family";"100.2"
"7";"5";"17.8028366339004";"24.7261619915283";"580";"Dark";"120"
"7";"6";"18.8771127449598";"26.2182121457775";"1665";"Ride";"120"
"7";"8";"28.4215944104685";"39.4744366812063";"775";"Ride";"180"
"7";"9";"16.0022801715081";"22.2253891270946";"1403";"Family";"180"
"7";"10";"33.3249829455927";"46.2846985355454";"3572";"Family";"240"
"7";"11";"29.6385465910058";"41.1646480430636";"1196";"Kiddie";"240"
"7";"12";"80.3722784144323";"111.628164464489";"1347";"Roller Coaster";"240"
"7";"13";"155.320310320547";"215.722653222981";"3427";"Family";"240"
"7";"14";"305.586104780775";"424.425145528853";"1292";"Family";"240"
"7";"15";"188.838816912693";"262.276134600963";"2307";"Ride";"270"
"7";"16";"112.926680892998";"156.842612351386";"4377";"Family";"270"
"7";"17";"200.017570958462";"277.802181886753";"2122";"Roller Coaster";"300"
"7";"18";"175.602948564474";"243.892984117325";"6767";"Water";"450"
"7";"19";"198.411144389276";"275.571033873994";"2473";"Kiddie";"540"
"7";"20";"293.71335136938";"407.93521023525";"3801";"Dark";"540"
"7";"21";"51.2970498375849";"71.2459025522013";"2898";"Water";"570"
"7";"22";"236.184216799506";"328.033634443759";"1735";"Water";"600"
"7";"23";"167.026580036146";"231.981361161314";"2088";"Dark";"600"
"7";"24";"149.36269490226";"207.44818736425";"2757";"Water";"780"
"7";"25";"159.09640577966";"220.967230249528";"6801";"Water";"840"
"7";"26";"49.6157309047163";"68.9107373676615";"18710";"Family";"900"
"7";"27";"128.493128936666";"178.462679078703";"2174";"Ride";"900"
"7";"28";"214.250372522687";"297.569961837066";"16366";"Family";"900"
"7";"29";"211.054073691153";"293.130657904379";"10427";"Water";"900"
"7";"30";"139.272815578094";"193.434466080686";"4082";"Water";"1080"
"7";"31";"184.923848357078";"256.838678273719";"3557";"Family";"1500"
"8";"1";"227.355430017364";"315.771430579673";"7817";"Kiddie";"60"
"8";"3";"40.5951440153544";"56.38214446577";"1279";"Family";"90"
"8";"4";"49.8148065771774";"69.1872313571908";"1147";"Family";"100.2"
"8";"5";"17.9596581024066";"24.9439695866759";"580";"Dark";"120"
"8";"6";"24.787846376953";"34.4275644124348";"1665";"Ride";"120"
"8";"7";"28.4215944104685";"39.4744366812063";"1045";"Family";"180"
"8";"9";"34.4126585564918";"47.7953591062386";"1403";"Family";"180"
"8";"10";"45.944166679649";"63.8113426106237";"3572";"Family";"240"
"8";"11";"58.0328097443063";"80.6011246448699";"1196";"Kiddie";"240"
"8";"12";"59.3161064621685";"82.3834811974563";"1347";"Roller Coaster";"240"
"8";"13";"172.32203856474";"239.33616467325";"3427";"Family";"240"
"8";"14";"314.791342277388";"437.210197607483";"1292";"Family";"240"
"8";"15";"163.057425902744";"226.468647087144";"2307";"Ride";"270"
"8";"16";"84.5260791936037";"117.397332213339";"4377";"Family";"270"
"8";"17";"171.595976810569";"238.327745570235";"2122";"Roller Coaster";"300"
"8";"18";"163.96617592275";"227.730799892708";"6767";"Water";"450"
"8";"19";"189.588889103926";"263.317901533231";"2473";"Kiddie";"540"
"8";"20";"297.224342920391";"412.811587389432";"3801";"Dark";"540"
"8";"21";"54.088600317402";"75.1230559963917";"2898";"Water";"570"
"8";"22";"247.691146869557";"344.015481763273";"1735";"Water";"600"
"8";"23";"157.648474695809";"218.95621485529";"2088";"Dark";"600"
"8";"24";"127.863965415732";"177.588840855183";"2757";"Water";"780"
"8";"25";"169.878945937462";"235.942980468697";"6801";"Water";"840"
"8";"26";"31.57101428539";"43.8486309519305";"18710";"Family";"900"
"8";"27";"100.112718915277";"139.045442937885";"2174";"Ride";"900"
"8";"28";"191.167429123834";"265.510318227547";"16366";"Family";"900"
"8";"29";"203.671323839791";"282.876838666376";"10427";"Water";"900"
"8";"30";"139.970855974407";"194.403966631121";"4082";"Water";"1080"
"8";"31";"193.386781867548";"268.592752593817";"3557";"Family";"1500"
"9";"1";"247.004555467002";"343.061882593059";"7817";"Kiddie";"60"
"9";"3";"60.0357224017595";"83.3829477802216";"1279";"Family";"90"
"9";"4";"35.6623024254649";"49.5309755909235";"1147";"Family";"100.2"
"9";"5";"31.2581824589668";"43.4141423041206";"580";"Dark";"120"
"9";"6";"11.7931846155667";"16.3794230771759";"1665";"Ride";"120"
"9";"7";"16.0022801715081";"22.2253891270946";"1045";"Family";"180"
"9";"8";"34.4126585564918";"47.7953591062386";"775";"Ride";"180"
"9";"10";"17.3374023272215";"24.0797254544742";"3572";"Family";"240"
"9";"11";"32.6635182776499";"45.3659976078471";"1196";"Kiddie";"240"
"9";"12";"91.9357322712753";"127.688517043438";"1347";"Roller Coaster";"240"
"9";"13";"167.852499647681";"233.128471732891";"3427";"Family";"240"
"9";"14";"289.782115878252";"402.475160942017";"1292";"Family";"240"
"9";"15";"197.468868956326";"274.262317994897";"2307";"Ride";"270"
"9";"16";"115.617524120114";"160.579894611269";"4377";"Family";"270"
"9";"17";"202.754572624396";"281.603573089438";"2122";"Roller Coaster";"300"
"9";"18";"162.942822297101";"226.309475412641";"6767";"Water";"450"
"9";"19";"184.671905927679";"256.488758232887";"2473";"Kiddie";"540"
"9";"20";"277.73832482469";"385.747673367626";"3801";"Dark";"540"
"9";"21";"67.2873401990439";"93.4546391653388";"2898";"Water";"570"
"9";"22";"220.632416815162";"306.43391224328";"1735";"Water";"600"
"9";"23";"153.617172695488";"213.357184299288";"2088";"Dark";"600"
"9";"24";"161.02963846695";"223.652275648542";"2757";"Water";"780"
"9";"25";"173.705350512593";"241.25743126749";"6801";"Water";"840"
"9";"26";"44.2173699452688";"61.4130138128734";"18710";"Family";"900"
"9";"27";"130.830106517801";"181.708481274724";"2174";"Ride";"900"
"9";"28";"207.783956837402";"288.588828940836";"16366";"Family";"900"
"9";"29";"196.8521240533";"273.405727851806";"10427";"Water";"900"
"9";"30";"123.667886100143";"171.760952916866";"4082";"Water";"1080"
"9";"31";"169.003942727143";"234.727698232143";"3557";"Family";"1500"
"10";"1";"241.569693428345";"335.513463094924";"7817";"Kiddie";"60"
"10";"3";"76.7246830367717";"106.562059773294";"1279";"Family";"90"
"10";"4";"51.1694412131139";"71.0686683515471";"1147";"Family";"100.2"
"10";"5";"47.3571462852047";"65.7738142850065";"580";"Dark";"120"
"10";"6";"21.3885807479182";"29.7063621498864";"1665";"Ride";"120"
"10";"7";"33.3249829455927";"46.2846985355454";"1045";"Family";"180"
"10";"8";"45.944166679649";"63.8113426106237";"775";"Ride";"180"
"10";"9";"17.3374023272215";"24.0797254544742";"1403";"Family";"180"
"10";"11";"43.6939412229355";"60.6860294762993";"1196";"Kiddie";"240"
"10";"12";"105.178281269563";"146.080946207726";"1347";"Roller Coaster";"240"
"10";"13";"182.589537964892";"253.596580506795";"3427";"Family";"240"
"10";"14";"272.894076737531";"379.019551024348";"1292";"Family";"240"
"10";"15";"206.983945438552";"287.477701997989";"2307";"Ride";"270"
"10";"16";"119.910761340146";"166.542724083537";"4377";"Family";"270"
"10";"17";"206.084477135753";"286.228440466323";"2122";"Roller Coaster";"300"
"10";"18";"149.263002706954";"207.309725981881";"6767";"Water";"450"
"10";"19";"169.666776083849";"235.648300116456";"2473";"Kiddie";"540"
"10";"20";"260.400925693384";"361.667952351922";"3801";"Dark";"540"
"10";"21";"84.564842383627";"117.45116997726";"2898";"Water";"570"
"10";"22";"204.165409822226";"283.563069197536";"1735";"Water";"600"
"10";"23";"139.088554222431";"193.178547531154";"2088";"Dark";"600"
"10";"24";"173.799046589975";"241.387564708298";"2757";"Water";"780"
"10";"25";"190.128985364618";"264.068035228636";"6801";"Water";"840"
"10";"26";"43.5342048580656";"60.46417341398";"18710";"Family";"900"
"10";"27";"134.483337049221";"186.782412568363";"2174";"Ride";"900"
"10";"28";"201.004659653412";"279.173138407517";"16366";"Family";"900"
"10";"29";"181.299563873041";"251.804949823669";"10427";"Water";"900"
"10";"30";"106.647810433229";"148.12195893504";"4082";"Water";"1080"
"10";"31";"151.930730998178";"211.014904164136";"3557";"Family";"1500"
"11";"1";"279.359743699872";"387.999644027601";"7817";"Kiddie";"60"
"11";"3";"62.7682406512075";"87.1781120155659";"1279";"Family";"90"
"11";"4";"17.4590872467085";"24.2487322870952";"1147";"Family";"100.2"
"11";"5";"44.6191670779332";"61.9710653860183";"580";"Dark";"120"
"11";"6";"43.1959857105068";"59.9944245979261";"1665";"Ride";"120"
"11";"7";"29.6385465910058";"41.1646480430636";"1045";"Family";"180"
"11";"8";"58.0328097443063";"80.6011246448699";"775";"Ride";"180"
"11";"9";"32.6635182776499";"45.3659976078471";"1403";"Family";"180"
"11";"10";"43.6939412229355";"60.6860294762993";"3572";"Family";"240"
"11";"12";"105.230136248212";"146.152967011406";"1347";"Roller Coaster";"240"
"11";"13";"139.892812858458";"194.295573414525";"3427";"Family";"240"
"11";"14";"300.37326592871";"417.185091567652";"1292";"Family";"240"
"11";"15";"215.763600464276";"299.671667311495";"2307";"Ride";"270"
"11";"16";"142.555938409375";"197.99435890191";"4377";"Family";"270"
"11";"17";"229.60769584204";"318.899577558389";"2122";"Roller Coaster";"300"
"11";"18";"192.950366169915";"267.986619680438";"6767";"Water";"450"
"11";"19";"212.879994924169";"295.666659616901";"2473";"Kiddie";"540"
"11";"20";"294.774797321525";"409.409440724341";"3801";"Dark";"540"
"11";"21";"62.135292850276";"86.2990178476056";"2898";"Water";"570"
"11";"22";"229.150323213116";"318.264337795994";"1735";"Water";"600"
"11";"23";"182.596417017859";"253.606134747027";"2088";"Dark";"600"
"11";"24";"172.927755011322";"240.177437515725";"2757";"Water";"780"
"11";"25";"150.955112086558";"209.659877897998";"6801";"Water";"840"
"11";"26";"76.2405539481092";"105.889658261263";"18710";"Family";"900"
"11";"27";"158.129360658689";"219.624112025957";"2174";"Ride";"900"
"11";"28";"240.399684858935";"333.888451192965";"16366";"Family";"900"
"11";"29";"224.000885989694";"311.112341652353";"10427";"Water";"900"
"11";"30";"146.349524008994";"203.26322779027";"4082";"Water";"1080"
"11";"31";"182.314066538908";"253.213981304039";"3557";"Family";"1500"
"12";"1";"226.80431192025";"315.005988778125";"7817";"Kiddie";"60"
"12";"3";"45.9720109022982";"63.8500151420808";"1279";"Family";"90"
"12";"4";"90.0918995215505";"125.127638224376";"1147";"Family";"100.2"
"12";"5";"62.5949943952159";"86.9374922155777";"580";"Dark";"120"
"12";"6";"83.8432719145328";"116.448988770185";"1665";"Ride";"120"
"12";"7";"80.3722784144323";"111.628164464489";"1045";"Family";"180"
"12";"8";"59.3161064621685";"82.3834811974563";"775";"Ride";"180"
"12";"9";"91.9357322712753";"127.688517043438";"1403";"Family";"180"
"12";"10";"105.178281269563";"146.080946207726";"3572";"Family";"240"
"12";"11";"105.230136248212";"146.152967011406";"1196";"Kiddie";"240"
"12";"13";"172.111659357175";"239.043971329409";"3427";"Family";"240"
"12";"14";"371.686093518509";"516.230685442373";"1292";"Family";"240"
"12";"15";"111.405470599768";"154.729820277456";"2307";"Ride";"270"
"12";"16";"68.3308463645448";"94.9039532840899";"4377";"Family";"270"
"12";"17";"141.72066741075";"196.834260292709";"2122";"Roller Coaster";"300"
"12";"18";"201.075432355038";"279.271433826442";"6767";"Water";"450"
"12";"19";"230.008803972235";"319.456672183659";"2473";"Kiddie";"540"
"12";"20";"350.100898503037";"486.251247920885";"3801";"Dark";"540"
"12";"21";"57.1023045991696";"79.3087563877356";"2898";"Water";"570"
"12";"22";"305.901597693744";"424.8633301302";"1735";"Water";"600"
"12";"23";"198.596532584303";"275.828517478199";"2088";"Dark";"600"
"12";"24";"69.1292527748862";"96.0128510762308";"2757";"Water";"780"
"12";"25";"155.563994785267";"216.061103868427";"6801";"Water";"840"
"12";"26";"79.6613330297719";"110.640740319128";"18710";"Family";"900"
"12";"27";"81.2433149463491";"112.837937425485";"2174";"Ride";"900"
"12";"28";"199.02059448503";"276.417492340319";"16366";"Family";"900"
"12";"29";"245.713955969637";"341.269383291162";"10427";"Water";"900"
"12";"30";"192.846755963835";"267.842716616437";"4082";"Water";"1080"
"12";"31";"250.504924187441";"347.923505815891";"3557";"Family";"1500"
"13";"1";"394.770708963436";"548.292651338106";"7817";"Kiddie";"60"
"13";"3";"138.321264331266";"192.112867126758";"1279";"Family";"90"
"13";"4";"132.198133333764";"183.608518519117";"1147";"Family";"100.2"
"13";"5";"154.813975480738";"215.019410389914";"580";"Dark";"120"
"13";"6";"174.188838868356";"241.928942872717";"1665";"Ride";"120"
"13";"7";"155.320310320547";"215.722653222981";"1045";"Family";"180"
"13";"8";"172.32203856474";"239.33616467325";"775";"Ride";"180"
"13";"9";"167.852499647681";"233.128471732891";"1403";"Family";"180"
"13";"10";"182.589537964892";"253.596580506795";"3572";"Family";"240"
"13";"11";"139.892812858458";"194.295573414525";"1196";"Kiddie";"240"
"13";"12";"172.111659357175";"239.043971329409";"1347";"Roller Coaster";"240"
"13";"14";"423.95085665288";"588.820634240112";"1292";"Family";"240"
"13";"15";"263.824949403479";"366.423540838165";"2307";"Ride";"270"
"13";"16";"238.268480166679";"330.928444675943";"4377";"Family";"270"
"13";"17";"312.49897608158";"434.026355668862";"2122";"Roller Coaster";"300"
"13";"18";"330.705037737295";"459.312552412909";"6767";"Water";"450"
"13";"19";"352.237830386392";"489.219208869989";"2473";"Kiddie";"540"
"13";"20";"428.089663653218";"594.568977296136";"3801";"Dark";"540"
"13";"21";"122.727655740372";"170.455077417183";"2898";"Water";"570"
"13";"22";"351.623124604547";"488.365450839648";"1735";"Water";"600"
"13";"23";"321.418329445514";"446.414346452103";"2088";"Dark";"600"
"13";"24";"206.870028109768";"287.319483485789";"2757";"Water";"780"
"13";"25";"41.245753230671";"57.285768375932";"6801";"Water";"840"
"13";"26";"202.411685847622";"281.12734145503";"18710";"Family";"900"
"13";"27";"252.465922882095";"350.647115114021";"2174";"Ride";"900"
"13";"28";"361.739475157181";"502.415937718307";"16366";"Family";"900"
"13";"29";"363.771693319013";"505.238462943074";"10427";"Water";"900"
"13";"30";"285.740706257643";"396.862092024504";"4082";"Water";"1080"
"13";"31";"313.628881695991";"435.59566902221";"3557";"Family";"1500"
"14";"1";"355.35336616366";"493.546341893972";"7817";"Kiddie";"60"
"14";"3";"349.617448402902";"485.579789448474";"1279";"Family";"90"
"14";"4";"316.039199338859";"438.943332415082";"1147";"Family";"100.2"
"14";"5";"320.152509444499";"444.65626311736";"580";"Dark";"120"
"14";"6";"293.090393626457";"407.069991147857";"1665";"Ride";"120"
"14";"7";"305.586104780775";"424.425145528853";"1045";"Family";"180"
"14";"8";"314.791342277388";"437.210197607483";"775";"Ride";"180"
"14";"9";"289.782115878252";"402.475160942017";"1403";"Family";"180"
"14";"10";"272.894076737531";"379.019551024348";"3572";"Family";"240"
"14";"11";"300.37326592871";"417.185091567652";"1196";"Kiddie";"240"
"14";"12";"371.686093518509";"516.230685442373";"1347";"Roller Coaster";"240"
"14";"13";"423.95085665288";"588.820634240112";"3427";"Family";"240"
"14";"15";"449.785061115607";"624.701473771677";"2307";"Ride";"270"
"14";"16";"351.289025760608";"487.901424667511";"4377";"Family";"270"
"14";"17";"409.731176643546";"569.071078671592";"2122";"Roller Coaster";"300"
"14";"18";"219.452738402285";"304.795470003174";"6767";"Water";"450"
"14";"19";"194.299512509722";"269.860434041281";"2473";"Kiddie";"540"
"14";"20";"63.9651475121149";"88.8404826557152";"3801";"Dark";"540"
"14";"21";"356.621985725173";"495.308313507185";"2898";"Water";"570"
"14";"22";"72.364176906303";"100.505801258754";"1735";"Water";"600"
"14";"23";"208.486093612354";"289.564018906047";"2088";"Dark";"600"
"14";"24";"434.867248961512";"603.982290224322";"2757";"Water";"780"
"14";"25";"446.407999507178";"620.011110426637";"6801";"Water";"840"
"14";"26";"292.433186599671";"406.157203610655";"18710";"Family";"900"
"14";"27";"358.407267328246";"497.787871289231";"2174";"Ride";"900"
"14";"28";"317.751681263194";"441.321779532213";"16366";"Family";"900"
"14";"29";"180.384125367289";"250.533507454568";"10427";"Water";"900"
"14";"30";"182.280374079737";"253.167186221857";"4082";"Water";"1080"
"14";"31";"121.404617115382";"168.617523771364";"3557";"Family";"1500"
"15";"1";"197.840323585983";"274.778227202754";"7817";"Kiddie";"60"
"15";"3";"157.146838060998";"218.259497306941";"1279";"Family";"90"
"15";"4";"201.294678728356";"279.575942678273";"1147";"Family";"100.2"
"15";"5";"171.665427151662";"238.424204377309";"580";"Dark";"120"
"15";"6";"187.211447629659";"260.015899485637";"1665";"Ride";"120"
"15";"7";"188.838816912693";"262.276134600963";"1045";"Family";"180"
"15";"8";"163.057425902744";"226.468647087144";"775";"Ride";"180"
"15";"9";"197.468868956326";"274.262317994897";"1403";"Family";"180"
"15";"10";"206.983945438552";"287.477701997989";"3572";"Family";"240"
"15";"11";"215.763600464276";"299.671667311495";"1196";"Kiddie";"240"
"15";"12";"111.405470599768";"154.729820277456";"1347";"Roller Coaster";"240"
"15";"13";"263.824949403479";"366.423540838165";"3427";"Family";"240"
"15";"14";"449.785061115607";"624.701473771677";"1292";"Family";"240"
"15";"16";"98.6505555139288";"137.014660436012";"4377";"Family";"270"
"15";"17";"78.3517671037739";"108.821898755241";"2122";"Roller Coaster";"300"
"15";"18";"245.313375328682";"340.713021289835";"6767";"Water";"450"
