"from";"to";"walkTime";"distance";"popularity";"category";"rideDuration"
"3";"13";"386.649362595548";"537.013003604927";"2821";"Show";"1080"
"3";"14";"61.0969595720945";"84.8568882945757";"1428";"Show";"1200"
"3";"15";"244.718599793933";"339.88694415824";"2195";"Show";"1200"
"3";"16";"320.602098038674";"445.280691720381";"876";"Show";"2100"
"3";"17";"250.853345535329";"348.407424354623";"2711";"Show";"2700"
"4";"1";"298.069979530812";"413.986082681683";"1677";"Dark";"240"
"4";"2";"200.300310035116";"278.194875048772";"1950";"Water";"240"
"4";"3";"83.0917612147935";"115.405223909435";"1386";"Ride";"330"
"4";"5";"316.395415650582";"439.438077292474";"2762";"Water";"420"
"4";"6";"326.928858545233";"454.067859090601";"1247";"Show";"720"
"4";"7";"140.309672465661";"194.874545091196";"674";"Water";"840"
"4";"8";"454.906563399677";"631.81467138844";"3697";"Show";"840"
"4";"9";"358.106992128663";"497.370822400921";"1355";"Ride";"900"
"4";"10";"58.7843207309646";"81.6448899041175";"1918";"Show";"900"
"4";"11";"267.54227932768";"371.586499066222";"10034";"Dark";"960"
"4";"12";"227.407171180309";"315.843293305984";"885";"Family";"1020"
"4";"13";"321.612920117805";"446.68461127473";"2821";"Show";"1080"
"4";"14";"142.33554435845";"197.688256053403";"1428";"Show";"1200"
"4";"15";"178.121429379817";"247.390874138634";"2195";"Show";"1200"
"4";"16";"320.407911303443";"445.010987921448";"876";"Show";"2100"
"4";"17";"172.356522108676";"239.384058484272";"2711";"Show";"2700"
"5";"1";"112.433681098606";"156.157890414731";"1677";"Dark";"240"
"5";"2";"351.540002306729";"488.25000320379";"1950";"Water";"240"
"5";"3";"372.910858554174";"517.931747991908";"1386";"Ride";"330"
"5";"4";"316.395415650582";"439.438077292474";"1334";"Dark";"360"
"5";"6";"267.066168976621";"370.925234689752";"1247";"Show";"720"
"5";"7";"397.806128474398";"552.508511769997";"674";"Water";"840"
"5";"8";"175.471637150303";"243.710607153198";"3697";"Show";"840"
"5";"9";"176.17366121951";"244.685640582653";"1355";"Ride";"900"
"5";"10";"313.652016818498";"435.627801136803";"1918";"Show";"900"
"5";"11";"317.025308309174";"440.312928207187";"10034";"Dark";"960"
"5";"12";"401.186178003365";"557.203025004674";"885";"Family";"1020"
"5";"13";"471.639973147899";"655.055518260971";"2821";"Show";"1080"
"5";"14";"406.167164658368";"564.121062025511";"1428";"Show";"1200"
"5";"15";"380.366552015395";"528.28687779916";"2195";"Show";"1200"
"5";"16";"243.081858508629";"337.613692373095";"876";"Show";"2100"
"5";"17";"320.715886207428";"445.43873084365";"2711";"Show";"2700"
"6";"1";"358.518488036978";"497.942344495802";"1677";"Dark";"240"
"6";"2";"483.469309053388";"671.485151463038";"1950";"Water";"240"
"6";"3";"409.90274653865";"569.30937019257";"1386";"Ride";"330"
"6";"4";"326.928858545233";"454.067859090601";"1334";"Dark";"360"
"6";"5";"267.066168976621";"370.925234689752";"2762";"Water";"420"
"6";"7";"463.740767623738";"644.084399477414";"674";"Water";"840"
"6";"8";"252.017655075286";"350.024520937897";"3697";"Show";"840"
"6";"9";"434.006915023558";"602.787381977163";"1355";"Ride";"900"
"6";"10";"279.446634379197";"388.120325526663";"1918";"Show";"900"
"6";"11";"500.058251222913";"694.525348920713";"10034";"Dark";"960"
"6";"12";"526.130713362267";"730.737101892038";"885";"Family";"1020"
"6";"13";"255.054316893768";"354.242106796899";"2821";"Show";"1080"
"6";"14";"467.340869079574";"649.084540388297";"1428";"Show";"1200"
"6";"15";"244.866088943492";"340.091790199294";"2195";"Show";"1200"
"6";"16";"473.056762567219";"657.023281343359";"876";"Show";"2100"
"6";"17";"189.427390711326";"263.093598210174";"2711";"Show";"2700"
"7";"1";"340.01950022571";"472.249305869042";"1677";"Dark";"240"
"7";"2";"113.054029330625";"157.019485181423";"1950";"Water";"240"
"7";"3";"61.4363856517144";"85.3283134051588";"1386";"Ride";"330"
"7";"4";"140.309672465661";"194.874545091196";"1334";"Dark";"360"
"7";"5";"397.806128474398";"552.508511769997";"2762";"Water";"420"
"7";"6";"463.740767623738";"644.084399477414";"1247";"Show";"720"
"7";"8";"558.597001907089";"775.829169315401";"3697";"Show";"840"
"7";"9";"375.875300829938";"522.04902893047";"1355";"Ride";"900"
"7";"10";"197.13290549635";"273.795702078264";"1918";"Show";"900"
"7";"11";"208.662593020123";"289.809156972393";"10034";"Dark";"960"
"7";"12";"110.656548248281";"153.689650344834";"885";"Family";"1020"
"7";"13";"447.75507009533";"621.882041799069";"2821";"Show";"1080"
"7";"14";"10.116296248329";"14.0504114560125";"1428";"Show";"1200"
"7";"15";"306.11341526069";"425.157521195403";"2195";"Show";"1200"
"7";"16";"304.575571151683";"423.02162659956";"876";"Show";"2100"
"7";"17";"311.147575397381";"432.14941027414";"2711";"Show";"2700"
"8";"1";"282.11889986515";"391.831805368264";"1677";"Dark";"240"
"8";"2";"524.28084120234";"728.16783500325";"1950";"Water";"240"
"8";"3";"524.322962173923";"728.22633635267";"1386";"Ride";"330"
"8";"4";"454.906563399677";"631.81467138844";"1334";"Dark";"360"
"8";"5";"175.471637150303";"243.710607153198";"2762";"Water";"420"
"8";"6";"252.017655075286";"350.024520937897";"1247";"Show";"720"
"8";"7";"558.597001907089";"775.829169315401";"674";"Water";"840"
"8";"9";"328.583218660681";"456.365581473169";"1355";"Ride";"900"
"8";"10";"434.000581475883";"602.778585383171";"1918";"Show";"900"
"8";"11";"492.321540898993";"683.779917915268";"10034";"Dark";"960"
"8";"12";"573.837073588669";"796.995935539817";"885";"Family";"1020"
"8";"13";"504.547844359015";"700.760894943077";"2821";"Show";"1080"
"8";"14";"566.011950544075";"786.127709088992";"1428";"Show";"1200"
"8";"15";"459.497439523127";"638.190888226565";"2195";"Show";"1200"
"8";"16";"411.294602124048";"571.242502950066";"876";"Show";"2100"
"8";"17";"395.911690574518";"549.877348020164";"2711";"Show";"2700"
"9";"1";"77.6618183140512";"107.863636547293";"1677";"Dark";"240"
"9";"2";"286.384315636714";"397.75599393988";"1950";"Water";"240"
"9";"3";"378.855933962822";"526.188797170586";"1386";"Ride";"330"
"9";"4";"358.106992128663";"497.370822400921";"1334";"Dark";"360"
"9";"5";"176.17366121951";"244.685640582653";"2762";"Water";"420"
"9";"6";"434.006915023558";"602.787381977163";"1247";"Show";"720"
"9";"7";"375.875300829938";"522.04902893047";"674";"Water";"840"
"9";"8";"328.583218660681";"456.365581473169";"3697";"Show";"840"
"9";"10";"383.524080943007";"532.672334643066";"1918";"Show";"900"
"9";"11";"210.165338944246";"291.896304089231";"10034";"Dark";"960"
"9";"12";"330.17387225779";"458.574822580264";"885";"Family";"1020"
"9";"13";"602.574538506329";"836.909081258789";"2821";"Show";"1080"
"9";"14";"385.88232297039";"535.947670792208";"1428";"Show";"1200"
"9";"15";"484.724267023287";"673.228148643455";"2195";"Show";"1200"
"9";"16";"98.3798340168929";"136.638658356796";"876";"Show";"2100"
"9";"17";"436.130288045388";"605.73651117415";"2711";"Show";"2700"
"10";"1";"316.330583996925";"439.348033329062";"1677";"Dark";"240"
"10";"2";"257.414163242202";"357.519671169725";"1950";"Water";"240"
"10";"3";"137.325191005264";"190.729431951756";"1386";"Ride";"330"
"10";"4";"58.7843207309646";"81.6448899041175";"1334";"Dark";"360"
"10";"5";"313.652016818498";"435.627801136803";"2762";"Water";"420"
"10";"6";"279.446634379197";"388.120325526663";"1247";"Show";"720"
"10";"7";"197.13290549635";"273.795702078264";"674";"Water";"840"
"10";"8";"434.000581475883";"602.778585383171";"3697";"Show";"840"
"10";"9";"383.524080943007";"532.672334643066";"1355";"Ride";"900"
"10";"11";"318.515747716652";"442.382982939795";"10034";"Dark";"960"
"10";"12";"286.055461406849";"397.299251953958";"885";"Family";"1020"
"10";"13";"264.762527998571";"367.725733331349";"2821";"Show";"1080"
"10";"14";"198.156453108871";"275.217295984543";"1428";"Show";"1200"
"10";"15";"122.1205119492";"169.611822151666";"2195";"Show";"1200"
"10";"16";"358.769859852403";"498.291472017226";"876";"Show";"2100"
"10";"17";"114.109191487427";"158.484988176982";"2711";"Show";"2700"
"11";"1";"215.241754237812";"298.94688088585";"1677";"Dark";"240"
"11";"2";"96.8451112736432";"134.507098991171";"1950";"Water";"240"
"11";"3";"240.623998535596";"334.199997966106";"1386";"Ride";"330"
"11";"4";"267.54227932768";"371.586499066222";"1334";"Dark";"360"
"11";"5";"317.025308309174";"440.312928207187";"2762";"Water";"420"
"11";"6";"500.058251222913";"694.525348920713";"1247";"Show";"720"
"11";"7";"208.662593020123";"289.809156972393";"674";"Water";"840"
"11";"8";"492.321540898993";"683.779917915268";"3697";"Show";"840"
"11";"9";"210.165338944246";"291.896304089231";"1355";"Ride";"900"
"11";"10";"318.515747716652";"442.382982939795";"1918";"Show";"900"
"11";"12";"127.89362569649";"177.630035689569";"885";"Family";"1020"
"11";"13";"580.689320227582";"806.512944760531";"2821";"Show";"1080"
"11";"14";"218.319835717365";"303.221994051896";"1428";"Show";"1200"
"11";"15";"440.211571321432";"611.404960168656";"2195";"Show";"1200"
"11";"16";"115.777130989737";"160.801570819079";"876";"Show";"2100"
"11";"17";"415.674240107454";"577.325333482575";"2711";"Show";"2700"
"12";"1";"317.068807982261";"440.373344419806";"1677";"Dark";"240"
"12";"2";"49.6476852066242";"68.9551183425337";"1950";"Water";"240"
"12";"3";"165.103626011156";"229.310591682161";"1386";"Ride";"330"
"12";"4";"227.407171180309";"315.843293305984";"1334";"Dark";"360"
"12";"5";"401.186178003365";"557.203025004674";"2762";"Water";"420"
"12";"6";"526.130713362267";"730.737101892038";"1247";"Show";"720"
"12";"7";"110.656548248281";"153.689650344834";"674";"Water";"840"
"12";"8";"573.837073588669";"796.995935539817";"3697";"Show";"840"
"12";"9";"330.17387225779";"458.574822580264";"1355";"Ride";"900"
"12";"10";"286.055461406849";"397.299251953958";"1918";"Show";"900"
"12";"11";"127.89362569649";"177.630035689569";"10034";"Dark";"960"
"12";"13";"547.389440693113";"760.263112073768";"2821";"Show";"1080"
"12";"14";"117.528038151255";"163.233386321187";"1428";"Show";"1200"
"12";"15";"403.952568786659";"561.045234425915";"2195";"Show";"1200"
"12";"16";"241.485455979245";"335.39646663784";"876";"Show";"2100"
"12";"17";"398.064733852321";"552.867685906002";"2711";"Show";"2700"
"13";"1";"526.070113829324";"730.652935874061";"1677";"Dark";"240"
"13";"2";"521.820842408564";"724.751170011894";"1950";"Water";"240"
"13";"3";"386.649362595548";"537.013003604927";"1386";"Ride";"330"
"13";"4";"321.612920117805";"446.68461127473";"1334";"Dark";"360"
"13";"5";"471.639973147899";"655.055518260971";"2762";"Water";"420"
"13";"6";"255.054316893768";"354.242106796899";"1247";"Show";"720"
"13";"7";"447.75507009533";"621.882041799069";"674";"Water";"840"
"13";"8";"504.547844359015";"700.760894943077";"3697";"Show";"840"
"13";"9";"602.574538506329";"836.909081258789";"1355";"Ride";"900"
"13";"10";"264.762527998571";"367.725733331349";"1918";"Show";"900"
"13";"11";"580.689320227582";"806.512944760531";"10034";"Dark";"960"
"13";"12";"547.389440693113";"760.263112073768";"885";"Family";"1020"
"13";"14";"445.73137531726";"619.071354607305";"1428";"Show";"1200"
"13";"15";"143.581126072348";"199.418230656038";"2195";"Show";"1200"
"13";"16";"603.693976509394";"838.463856263047";"876";"Show";"2100"
"13";"17";"169.486723396242";"235.398226939224";"2711";"Show";"2700"
"14";"1";"349.566148728424";"485.508539900589";"1677";"Dark";"240"
"14";"2";"122.398240291129";"169.997555959901";"1950";"Water";"240"
"14";"3";"61.0969595720945";"84.8568882945757";"1386";"Ride";"330"
"14";"4";"142.33554435845";"197.688256053403";"1334";"Dark";"360"
"14";"5";"406.167164658368";"564.121062025511";"2762";"Water";"420"
"14";"6";"467.340869079574";"649.084540388297";"1247";"Show";"720"
"14";"7";"10.116296248329";"14.0504114560125";"674";"Water";"840"
"14";"8";"566.011950544075";"786.127709088992";"3697";"Show";"840"
"14";"9";"385.88232297039";"535.947670792208";"1355";"Ride";"900"
"14";"10";"198.156453108871";"275.217295984543";"1918";"Show";"900"
"14";"11";"218.319835717365";"303.221994051896";"10034";"Dark";"960"
"14";"12";"117.528038151255";"163.233386321187";"885";"Family";"1020"
"14";"13";"445.73137531726";"619.071354607305";"2821";"Show";"1080"
"14";"15";"304.776466002788";"423.300647226094";"2195";"Show";"1200"
"14";"16";"314.678833288642";"437.053935123114";"876";"Show";"2100"
"14";"17";"311.888527348053";"433.178510205629";"2711";"Show";"2700"
"15";"1";"411.539629097754";"571.582818191324";"1677";"Dark";"240"
"15";"2";"378.407306515312";"525.565703493489";"1950";"Water";"240"
"15";"3";"244.718599793933";"339.88694415824";"1386";"Ride";"330"
"15";"4";"178.121429379817";"247.390874138634";"1334";"Dark";"360"
"15";"5";"380.366552015395";"528.28687779916";"2762";"Water";"420"
"15";"6";"244.866088943492";"340.091790199294";"1247";"Show";"720"
"15";"7";"306.11341526069";"425.157521195403";"674";"Water";"840"
"15";"8";"459.497439523127";"638.190888226565";"3697";"Show";"840"
"15";"9";"484.724267023287";"673.228148643455";"1355";"Ride";"900"
"15";"10";"122.1205119492";"169.611822151666";"1918";"Show";"900"
"15";"11";"440.211571321432";"611.404960168656";"10034";"Dark";"960"
"15";"12";"403.952568786659";"561.045234425915";"885";"Family";"1020"
"15";"13";"143.581126072348";"199.418230656038";"2821";"Show";"1080"
"15";"14";"304.776466002788";"423.300647226094";"1428";"Show";"1200"
"15";"16";"472.88207118664";"656.780654425889";"876";"Show";"2100"
"15";"17";"63.6775923965065";"88.4411005507034";"2711";"Show";"2700"
"16";"1";"130.767193869134";"181.62110259602";"1677";"Dark";"240"
"16";"2";"202.625020188022";"281.423639150031";"1950";"Water";"240"
"16";"3";"320.602098038674";"445.280691720381";"1386";"Ride";"330"
"16";"4";"320.407911303443";"445.010987921448";"1334";"Dark";"360"
"16";"5";"243.081858508629";"337.613692373095";"2762";"Water";"420"
"16";"6";"473.056762567219";"657.023281343359";"1247";"Show";"720"
"16";"7";"304.575571151683";"423.02162659956";"674";"Water";"840"
"16";"8";"411.294602124048";"571.242502950066";"3697";"Show";"840"
"16";"9";"98.3798340168929";"136.638658356796";"1355";"Ride";"900"
"16";"10";"358.769859852403";"498.291472017226";"1918";"Show";"900"
"16";"11";"115.777130989737";"160.801570819079";"10034";"Dark";"960"
"16";"12";"241.485455979245";"335.39646663784";"885";"Family";"1020"
"16";"13";"603.693976509394";"838.463856263047";"2821";"Show";"1080"
"16";"14";"314.678833288642";"437.053935123114";"1428";"Show";"1200"
"16";"15";"472.88207118664";"656.780654425889";"2195";"Show";"1200"
"16";"17";"434.207819787724";"603.066416371839";"2711";"Show";"2700"
"17";"1";"360.816589640072";"501.134152277877";"1677";"Dark";"240"
"17";"2";"365.938322302986";"508.247669865259";"1950";"Water";"240"
"17";"3";"250.853345535329";"348.407424354623";"1386";"Ride";"330"
"17";"4";"172.356522108676";"239.384058484272";"1334";"Dark";"360"
"17";"5";"320.715886207428";"445.43873084365";"2762";"Water";"420"
"17";"6";"189.427390711326";"263.093598210174";"1247";"Show";"720"
"17";"7";"311.147575397381";"432.14941027414";"674";"Water";"840"
"17";"8";"395.911690574518";"549.877348020164";"3697";"Show";"840"
"17";"9";"436.130288045388";"605.73651117415";"1355";"Ride";"900"
"17";"10";"114.109191487427";"158.484988176982";"1918";"Show";"900"
"17";"11";"415.674240107454";"577.325333482575";"10034";"Dark";"960"
"17";"12";"398.064733852321";"552.867685906002";"885";"Family";"1020"
"17";"13";"169.486723396242";"235.398226939224";"2821";"Show";"1080"
"17";"14";"311.888527348053";"433.178510205629";"1428";"Show";"1200"
"17";"15";"63.6775923965065";"88.4411005507034";"2195";"Show";"1200"
"17";"16";"434.207819787724";"603.066416371839";"876";"Show";"2100"
