"from";"to";"walkTime";"distance";"popularity";"category";"rideDuration"
"11";"2";"66.5469469735737";"92.4263152410745";"2936";"Ride";"390"
"11";"3";"213.144579318046";"296.03413794173";"190";"Ride";"420"
"11";"4";"192.978501973451";"268.025697185349";"2720";"Kids";"900"
"11";"5";"256.825689920684";"356.702347112061";"2616";"Roller Coaster";"900"
"11";"6";"194.27491748486";"269.826274284527";"5969";"Ride";"1020"
"11";"7";"43.2121517270342";"60.0168773986586";"3661";"Family";"1020"
"11";"8";"32.9761485666423";"45.8002063425588";"8703";"Ride";"1140"
"11";"9";"396.94512117562";"551.312668299472";"2047";"Family";"1500"
"11";"10";"234.916345193811";"326.27270165807";"1884";"Family";"1500"
"11";"12";"73.7367164929705";"102.412106240237";"2201";"Family";"1500"
"11";"13";"191.644243526876";"266.172560453995";"2079";"Family";"1800"
"12";"1";"21.6613469354508";"30.0852040770149";"5825";"Roller Coaster";"90"
"12";"2";"140.277070730631";"194.829264903654";"2936";"Ride";"390"
"12";"3";"246.626739270487";"342.537137875676";"190";"Ride";"420"
"12";"4";"221.411096967694";"307.51541245513";"2720";"Kids";"900"
"12";"5";"183.226193977083";"254.480824968171";"2616";"Roller Coaster";"900"
"12";"6";"246.205545925693";"341.952147119018";"5969";"Ride";"1020"
"12";"7";"35.5610530283292";"49.390351428235";"3661";"Family";"1020"
"12";"8";"86.457453086406";"120.079795953342";"8703";"Ride";"1140"
"12";"9";"324.606165555208";"450.841896604455";"2047";"Family";"1500"
"12";"10";"165.74931916937";"230.207387735237";"1884";"Family";"1500"
"12";"11";"73.7367164929705";"102.412106240237";"1152";"Family";"1500"
"12";"13";"190.923219324712";"265.171137950988";"2079";"Family";"1800"
"13";"1";"173.709099459387";"241.262638138038";"5825";"Roller Coaster";"90"
"13";"2";"214.070008006158";"297.319455564109";"2936";"Ride";"390"
"13";"3";"107.23838075994";"148.942195499917";"190";"Ride";"420"
"13";"4";"81.7651074541982";"113.562649241942";"2720";"Kids";"900"
"13";"5";"296.277443514568";"411.496449325789";"2616";"Roller Coaster";"900"
"13";"6";"160.522108666683";"222.947373148171";"5969";"Ride";"1020"
"13";"7";"201.482925226242";"279.837396147558";"3661";"Family";"1020"
"13";"8";"161.785157804885";"224.70160806234";"8703";"Ride";"1140"
"13";"9";"371.359623749118";"515.777255207109";"2047";"Family";"1500"
"13";"10";"221.090299844411";"307.069860895015";"1884";"Family";"1500"
"13";"11";"191.644243526876";"266.172560453995";"1152";"Family";"1500"
"13";"12";"190.923219324712";"265.171137950988";"2201";"Family";"1500"
